,Wall time,Step,Value,run,fold,split,objective,batch_size,learning_rate,
3,1721305021,4,0.00429783063,CND,1,train,vap,32,0.001,
4,1721310922,5,0.004246055614,CND,1,train,vap,32,0.001,
5,1721316812,6,0.004204163328,CND,1,train,vap,32,0.001,
6,1721322697,7,0.004169789143,CND,1,train,vap,32,0.001,
7,1721328584,8,0.004139001481,CND,1,train,vap,32,0.001,
8,1721334465,9,0.004113561474,CND,1,train,vap,32,0.001,
9,1721340348,10,0.004089328926,CND,1,train,vap,32,0.001,
0,1721405576,1,0.004622062203,CND,3,val,vad,32,0.001,
1,1721411460,2,0.004464851227,CND,3,val,vad,32,0.001,
2,1721417337,3,0.004386567045,CND,3,val,vad,32,0.001,
3,1721423212,4,0.004344086163,CND,3,val,vad,32,0.001,
4,1721429093,5,0.004296714906,CND,3,val,vad,32,0.001,
5,1721434973,6,0.00429382408,CND,3,val,vad,32,0.001,
6,1721440852,7,0.004278245848,CND,3,val,vad,32,0.001,
7,1721446727,8,0.004270956852,CND,3,val,vad,32,0.001,
8,1721452604,9,0.0042604669,CND,3,val,vad,32,0.001,
9,1721458480,10,0.004272150807,CND,3,val,vad,32,0.001,
0,1721346890,1,0.004557179287,CND,2,val,vad,32,0.001,
1,1721352744,2,0.004346440546,CND,2,val,vad,32,0.001,
2,1721358605,3,0.004277422093,CND,2,val,vad,32,0.001,
3,1721364464,4,0.004271016922,CND,2,val,vad,32,0.001,
4,1721370324,5,0.004193805158,CND,2,val,vad,32,0.001,
5,1721376185,6,0.004172415473,CND,2,val,vad,32,0.001,
6,1721382049,7,0.004153636284,CND,2,val,vad,32,0.001,
7,1721387951,8,0.004157148302,CND,2,val,vad,32,0.001,
8,1721393822,9,0.00414218707,CND,2,val,vad,32,0.001,
9,1721399699,10,0.004137571901,CND,2,val,vad,32,0.001,
0,1721287647,1,0.004419445992,CND,1,val,vad,32,0.001,
1,1721293971,2,0.004294444807,CND,1,val,vad,32,0.001,
2,1721299828,3,0.004213018343,CND,1,val,vad,32,0.001,
3,1721305708,4,0.004176978488,CND,1,val,vad,32,0.001,
4,1721311603,5,0.00413452182,CND,1,val,vad,32,0.001,
5,1721317491,6,0.004120030906,CND,1,val,vad,32,0.001,
6,1721323379,7,0.004137309268,CND,1,val,vad,32,0.001,
7,1721329265,8,0.004085168708,CND,1,val,vad,32,0.001,
8,1721335146,9,0.004095682409,CND,1,val,vad,32,0.001,
9,1721341029,10,0.004135203548,CND,1,val,vad,32,0.001,
0,1721464371,1,0.004534208681,CND,4,val,vad,32,0.001,
1,1721470255,2,0.004406465683,CND,4,val,vad,32,0.001,
2,1721476130,3,0.004334632307,CND,4,val,vad,32,0.001,
3,1721482008,4,0.004291576333,CND,4,val,vad,32,0.001,
4,1721487885,5,0.004280554131,CND,4,val,vad,32,0.001,
5,1721493763,6,0.004251506645,CND,4,val,vad,32,0.001,
6,1721499643,7,0.004217745271,CND,4,val,vad,32,0.001,
7,1721505521,8,0.004217907786,CND,4,val,vad,32,0.001,
8,1721511399,9,0.004205954727,CND,4,val,vad,32,0.001,
9,1721517273,10,0.004203193821,CND,4,val,vad,32,0.001,
0,1721229125,1,0.004570120946,CND,0,val,vad,32,0.001,
1,1721234979,2,0.004435155075,CND,0,val,vad,32,0.001,
2,1721240828,3,0.004351305775,CND,0,val,vad,32,0.001,
3,1721246677,4,0.004345128313,CND,0,val,vad,32,0.001,
4,1721252529,5,0.004300970584,CND,0,val,vad,32,0.001,
5,1721258380,6,0.004259275272,CND,0,val,vad,32,0.001,
6,1721264235,7,0.004246270284,CND,0,val,vad,32,0.001,
7,1721270083,8,0.004241686314,CND,0,val,vad,32,0.001,
8,1721275937,9,0.004219985101,CND,0,val,vad,32,0.001,
9,1721281790,10,0.004198106471,CND,0,val,vad,32,0.001,
0,1721464371,1,0.0689753145,CND,4,val,vap,32,0.001,
1,1721470255,2,0.06739792228,CND,4,val,vap,32,0.001,
2,1721476130,3,0.06706082821,CND,4,val,vap,32,0.001,
3,1721482008,4,0.06727558374,CND,4,val,vap,32,0.001,
4,1721487885,5,0.06807781011,CND,4,val,vap,32,0.001,
5,1721493763,6,0.06514747441,CND,4,val,vap,32,0.001,
6,1721499643,7,0.06617823243,CND,4,val,vap,32,0.001,
7,1721505521,8,0.06689905375,CND,4,val,vap,32,0.001,
8,1721511399,9,0.0668771714,CND,4,val,vap,32,0.001,
9,1721517273,10,0.06612870097,CND,4,val,vap,32,0.001,
0,1721405576,1,0.06850019097,CND,3,val,vap,32,0.001,
1,1721411460,2,0.06846307963,CND,3,val,vap,32,0.001,
2,1721417337,3,0.06775814295,CND,3,val,vap,32,0.001,
3,1721423212,4,0.06805060804,CND,3,val,vap,32,0.001,
4,1721429093,5,0.06781895459,CND,3,val,vap,32,0.001,
5,1721434973,6,0.06851636618,CND,3,val,vap,32,0.001,
6,1721440852,7,0.06756906956,CND,3,val,vap,32,0.001,
7,1721446727,8,0.06782564521,CND,3,val,vap,32,0.001,
8,1721452604,9,0.06788469106,CND,3,val,vap,32,0.001,
9,1721458480,10,0.06812819093,CND,3,val,vap,32,0.001,
0,1721229125,1,0.0699538812,CND,0,val,vap,32,0.001,
1,1721234979,2,0.06897592545,CND,0,val,vap,32,0.001,
2,1721240828,3,0.06811255217,CND,0,val,vap,32,0.001,
3,1721246677,4,0.06818003953,CND,0,val,vap,32,0.001,
4,1721252529,5,0.06816117465,CND,0,val,vap,32,0.001,
5,1721258380,6,0.0674668029,CND,0,val,vap,32,0.001,
6,1721264235,7,0.06721691787,CND,0,val,vap,32,0.001,
7,1721270083,8,0.06749320775,CND,0,val,vap,32,0.001,
8,1721275937,9,0.06739702821,CND,0,val,vap,32,0.001,
9,1721281790,10,0.06745712459,CND,0,val,vap,32,0.001,
0,1721346890,1,0.06589583308,CND,2,val,vap,32,0.001,
1,1721352744,2,0.06575306505,CND,2,val,vap,32,0.001,
2,1721358605,3,0.065115951,CND,2,val,vap,32,0.001,
3,1721364464,4,0.06391458958,CND,2,val,vap,32,0.001,
4,1721370324,5,0.06419337541,CND,2,val,vap,32,0.001,
5,1721376185,6,0.06436794251,CND,2,val,vap,32,0.001,
6,1721382049,7,0.064947173,CND,2,val,vap,32,0.001,
7,1721387951,8,0.06433676183,CND,2,val,vap,32,0.001,
8,1721393822,9,0.06386279315,CND,2,val,vap,32,0.001,
9,1721399699,10,0.06539456546,CND,2,val,vap,32,0.001,
0,1721287647,1,0.06698614359,CND,1,val,vap,32,0.001,
1,1721293971,2,0.06646532565,CND,1,val,vap,32,0.001,
2,1721299828,3,0.06512273848,CND,1,val,vap,32,0.001,
3,1721305708,4,0.06621669233,CND,1,val,vap,32,0.001,
4,1721311603,5,0.06611217558,CND,1,val,vap,32,0.001,
5,1721317491,6,0.06548009813,CND,1,val,vap,32,0.001,
6,1721323379,7,0.0664934516,CND,1,val,vap,32,0.001,
7,1721329265,8,0.06539908051,CND,1,val,vap,32,0.001,
8,1721335146,9,0.06568482518,CND,1,val,vap,32,0.001,
9,1721341029,10,0.06618026644,CND,1,val,vap,32,0.001,
0,1721140451,1,0.0852503702,SWB_GT,0,train,vad,32,0.001,
1,1721143659,2,0.07933846861,SWB_GT,0,train,vad,32,0.001,
2,1721146815,3,0.07820665836,SWB_GT,0,train,vad,32,0.001,
3,1721150026,4,0.07752855867,SWB_GT,0,train,vad,32,0.001,
4,1721153186,5,0.07700307667,SWB_GT,0,train,vad,32,0.001,
5,1721156391,6,0.07651909441,SWB_GT,0,train,vad,32,0.001,
6,1721159543,7,0.07616147399,SWB_GT,0,train,vad,32,0.001,
7,1721162756,8,0.07581215352,SWB_GT,0,train,vad,32,0.001,
8,1721165914,9,0.07546260208,SWB_GT,0,train,vad,32,0.001,
9,1721169122,10,0.0751792118,SWB_GT,0,train,vad,32,0.001,
0,1721172278,1,0.08500160277,SWB_GT,1,train,vad,32,0.001,
1,1721175483,2,0.07907033712,SWB_GT,1,train,vad,32,0.001,
2,1721178638,3,0.07781465352,SWB_GT,1,train,vad,32,0.001,
3,1721181844,4,0.07705679536,SWB_GT,1,train,vad,32,0.001,
4,1721184988,5,0.07646214217,SWB_GT,1,train,vad,32,0.001,
5,1721188212,6,0.07599151134,SWB_GT,1,train,vad,32,0.001,
6,1721191361,7,0.07557144016,SWB_GT,1,train,vad,32,0.001,
7,1721194557,8,0.0751741007,SWB_GT,1,train,vad,32,0.001,
8,1721197714,9,0.07484220713,SWB_GT,1,train,vad,32,0.001,
9,1721200920,10,0.07451438904,SWB_GT,1,train,vad,32,0.001,
0,1721268378,1,0.08511709422,SWB_GT,4,train,vad,32,0.001,
1,1721271534,2,0.07860474288,SWB_GT,4,train,vad,32,0.001,
2,1721274741,3,0.07744415849,SWB_GT,4,train,vad,32,0.001,
3,1721277895,4,0.07668548822,SWB_GT,4,train,vad,32,0.001,
4,1721281099,5,0.07615039498,SWB_GT,4,train,vad,32,0.001,
5,1721284250,6,0.07571586221,SWB_GT,4,train,vad,32,0.001,
6,1721287453,7,0.07527514547,SWB_GT,4,train,vad,32,0.001,
7,1721290601,8,0.07491804659,SWB_GT,4,train,vad,32,0.001,
8,1721294105,9,0.07460118085,SWB_GT,4,train,vad,32,0.001,
9,1721297252,10,0.07428180426,SWB_GT,4,train,vad,32,0.001,
0,1721204061,1,0.08482043445,SWB_GT,2,train,vad,32,0.001,
1,1721207244,2,0.07845997065,SWB_GT,2,train,vad,32,0.001,
2,1721210400,3,0.07729303837,SWB_GT,2,train,vad,32,0.001,
3,1721213586,4,0.07658510655,SWB_GT,2,train,vad,32,0.001,
4,1721216736,5,0.07603082806,SWB_GT,2,train,vad,32,0.001,
5,1721219893,6,0.07551075518,SWB_GT,2,train,vad,32,0.001,
6,1721223053,7,0.07508850843,SWB_GT,2,train,vad,32,0.001,
7,1721226345,8,0.074687168,SWB_GT,2,train,vad,32,0.001,
8,1721230195,9,0.0743162781,SWB_GT,2,train,vad,32,0.001,
9,1721233360,10,0.07396572083,SWB_GT,2,train,vad,32,0.001,
0,1721236551,1,0.08532147855,SWB_GT,3,train,vad,32,0.001,
1,1721239721,2,0.07892615348,SWB_GT,3,train,vad,32,0.001,
2,1721242909,3,0.07780943066,SWB_GT,3,train,vad,32,0.001,
3,1721246070,4,0.07712843269,SWB_GT,3,train,vad,32,0.001,
4,1721249260,5,0.07655762136,SWB_GT,3,train,vad,32,0.001,
5,1721252418,6,0.07612241805,SWB_GT,3,train,vad,32,0.001,
6,1721255614,7,0.07573550195,SWB_GT,3,train,vad,32,0.001,
7,1721258781,8,0.07539796084,SWB_GT,3,train,vad,32,0.001,
8,1721262005,9,0.07503852248,SWB_GT,3,train,vad,32,0.001,
9,1721265170,10,0.07479850948,SWB_GT,3,train,vad,32,0.001,
0,1721204061,1,0.003967056517,SWB_GT,2,train,vap,32,0.001,
1,1721207244,2,0.003391385311,SWB_GT,2,train,vap,32,0.001,
